SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
NRS,202,Implementation Science,4 units
NRS,203,Leadership in Health Care,4 units
NRS,206,Community Connections,2-5 units
NRS,208BY,Logic & Scientiﬁc Inference,3 units
NRS,210Y,Applied Health Informatics,4 units
NRS,211Y,Rural Health,2-3 units
NRS,213,Race & Health in the United States,3 units
NRS,221,Biophysical Concepts in Nursing,3 units
NRS,224,Developing Future Nurse Leaders,3 units
NRS,240V,Applied Health Informatics,3 units
NRS,243B,Leadership in Professional Practice,1 unit
NRS,243C,Leadership in Professional Practice,1 unit
NRS,250,Foundations of Primary Health Care,7 units
NRS,251A,Primary Health Care,8 units
NRS,251C,Primary Heath Care,8 units
NRS,251D,Primary Heath Care,6 units
NRS,260,Foundations of Behavioral Health,1 unit
NRS,270,Foundations of Pharmacology,2 units
NRS,271A,Pharmacology,2 units
NRS,271B,Pharmacology,2 units
NRS,271C,Pharmacology,2 units
NRS,272,Foundations of Pharmacology,2 units
NRS,273,Pharmacology Concepts in Nursing,2 units
NRS,275V,Advanced Pharmacology I,3 units
NRS,276V,Advanced Pharmacology II,3 units
NRS,278V,Advanced Pathophysiology,4 units
NRS,279V,Concepts of Behavioral Health,2 units
NRS,281AV,APRN Family Practice A,3 units
NRS,281BV,APRN Family Practice B,3 units
NRS,281CV,APRN Family Practice C,3 units
NRS,282AY,Clinical A,5 units
NRS,282BY,Clinical B,5 units
NRS,282CY,Clinical C,5 units
NRS,282DY,Clinical D,5 units
NRS,283AV,Diagnostic Reasoning A,1 unit
NRS,283BV,Diagnostic Reasoning B,1 unit
NRS,283CV,Diagnostic Reasoning C,1 unit
NRS,290,Master's Seminar,2 units
NRS,291,Doctoral Seminar,2 units
NRS,291D,Doctoral Seminar,2 units
NRS,293Y,Proposal Development Seminar,1 unit
NRS,299,Research & Writing,1-12 units
NRS,301,Learner Centered Teaching,3-4 units
NRS,303,Professional Role Formation,2-4 units
NRS,305AY,DNP Immersion A,2 units
NRS,305BY,DNP Immersion B,2 units
NRS,305CY,DNP Immersion C,2 units
NRS,306,Nature of Caregiving,4 units
NRS,311V,Trauma Informed Practice,4 units
NRS,356V,Clinical Ethics,2 units
NRS,358AV,Applied Nursing Biostatistics,1 unit
NRS,400,Basic Clinical Skills,1-4 units
NRS,401,Basic Clinical Skills,1-4 units
NRS,409Y,FNP Skills Assessment,3 units
NRS,410A,Advanced Clinical Skills,1-4 units
NRS,410B,Advanced Clinical Skills,1-4 units
NRS,410C,Advanced Clinical Skills,1-4 units
NRS,410D,Advanced Clinical Skills,1-4 units
NRS,410E,Advanced Clinical Skills,1-4 units
NRS,410F,Advanced Clinical Skills,1-4 units
NRS,410G,Advanced Clinical Skills,1-4 units
NRS,411AV,Scholarly Project A,2 units
NRS,411BV,Scholarly Project B,2 units
NRS,411CV,Scholarly Project C,2 units
NRS,412AY,Applied Project Practicum A,7 units
NRS,412BY,Applied Project Practicum B,7 units
NRS,423,Psychosocial Wellness & Illness,5 units
NRS,424,Nursing Care of Older Adults,3 units
NRS,425,Family Focused Nursing,9 units
NRS,427,Fostering Healthy Communities,7 units
NRS,429A,Collaborative Practice A,1 unit
NRS,429B,Collaborative Practice B,1 unit
NRS,429C,Collaborative Practice C,1 unit
NRS,429D,Collaborative Practice D,1 unit
NRS,429E,Collaborative Practice E,1 unit
NRS,429F,Collaborative Practice F,1 unit
NRS,440,Preparation for Clinical Practice,1-3 units
NRS,470,Health Care Ethics,3-9 units
NRS,493A,Improving Quality in Health Care,4 units
NRS,493B,Improving Quality in Health Care,4 units
NRS,494CY,Quality & Safety Practicum,4 units
NUT,010,Discoveries & Concepts in Nutrition,3 units
NUT,105,Nutrition through the Life Cycle,3 units
NUT,112,Nutritional Assessment,4 units
NUT,114,Developmental Nutrition,4 units
NUT,115,Animal Nutrition,4 units
NUT,116A,Clinical Nutrition,3 units
NUT,116AL,Clinical Nutrition Practicum,3 units
NUT,116B,Clinical Nutrition,3 units
NUT,116BL,Clinical Nutrition Practicum,3 units
NUT,117,Experimental Nutrition,6 units
NUT,118,Community Nutrition,4 units
NUT,119A,Global Nutrition,3 units
NUT,120AN,Nutritional Anthropology,4 units
NUT,120BN,Nutritional Geography,4 units
NUT,124,Nutrition & Feeding of Finﬁshes,3 units
NUT,129,Journalistic Practicum in Nutrition,3 units
NUT,142,Companion Animal Nutrition,4 units
NUT,190,Proseminar in Nutrition,1 unit
NUT,190C,Nutrition Research Conference,1 unit
NUT,192,Internship,1-12 units
NUT,197T,Tutoring in Nutrition,1-2 units
NUT,198,Directed Group Study,1-5 units
NUT,219A,International Nutrition,3 units
NUT,219B,International Nutrition,3 units
NUT,250,Metabolic Homeostasis,3 units
NUT,251,Nutrition & Immunity,2 units
NUT,252,Nutrition & Development,3 units
NUT,259,Nutrition & Aging,2 units
NUT,290,Beginning Nutrition Seminar,2 units
NUT,290C,Research Conference,1 unit
NUT,291,Advanced Nutrition Seminar,1 unit
NUT,298,Group Study,1-5 units
NUT,299,Research,1-12 units
NUT,492C,Grant Writing,3 units
NUB,290C,Research Group Conference,1 unit
NUB,298,Directed Group Study,1-5 units
NUB,299,Research,1-12 units
OBG,192,Shifa Clinic Student Volunteer,1 unit
OBG,194,Shifa Clinic Student Volunteer,1 unit
OBG,198,Directed Group Study,1-5 units
OBG,220,Genetics of Reproduction,3 units
OBG,290,Current Topics in Research,1 unit
OBG,298,Group Study,1-5 units
OBG,299,Research,1-12 units
OBG,439R,Directed Studies in OBGYN,1-12 units
OBG,460,Away Clinical Elective in OBGYN,3-18 units
OBG,480,The Birthing Process,1 unit
OBG,493,Gender Speciﬁc Medicine SSM,6 units
OBG,494,Shifa Clinic,1-12 units
OBG,494A,Shifa Clinic,1 unit
OBG,494B,Shifa Clinic,1 unit
OBG,494C,Shifa Clinic,1 unit
OBG,498,Group Study,1-5 units
OPT,192,Research Internship,1-12 units
OPT,442,Introduction to Ophthalmology,3 units
OPT,498,Group Study,1-3 units
OPT,499,Research in Ophthalmology,1-12 units
OSU,421,The Musculoskeletal System,2.5 units
OSU,462,Community Preceptorship,3-6 units
OSU,464,Acting Internship,6 units
OSU,466,Away Clerkship in Orthopaedics,3-9 units
OSU,480,Insights in Orthopardic Surgery,1-3 units
OSU,499,Orthopardics Research,1-12 units
OTO,192,Internship in Otolaryngology,1-12 units
OTO,450,Fourth Year Otolaryngology Elective,6 units
OTO,460,Clinical Otolaryngology Elective,3-18 units
OTO,490,Journal Seminar,1 unit
OTO,498,Individual or Group Study,1-5 units
OTO,499,Research,1-12 units
PMD,192,Internship in Human Pathology,1-12 units
PMD,290C,Research Group Conferences,1 unit
PMD,296,Neurodevelopment Group Study,1-6 units
PMD,298,Advanced Group Study,1-5 units
PMD,299,Research,1-12 units
PMD,405,Brain Cutting Conference,1-4 units
PMD,407,Advanced Neuropathology,3-18 units
PMD,410A,General & Endocrine Pathology,2.5 units
PMD,410B,Systemic Pathology,1 unit
PMD,410C,Systemic Pathology,2 units
PMD,410D,Systemic Pathology,2.5 units
PMD,440,Surgery-Pathology-Radiology,SPR
PMD,464,Anatomic Pathology,3-6 units
PMD,497T,Tutoring in Pathology,1-5 units
PMD,498,Advanced Group Study,1-5 units
PMD,499,Research,1-18 units
PMI,099,Special Study for Undergraduates,1-5 units
PMI,126,Fundamentals of Immunology,3 units
PMI,126L,Immunology Laboratory,2 units
PMI,127,Medical Bacteria & Fungi,3 units
PMI,128,Biology of Animal Viruses,3 units
PMI,198,Directed Group Study,1-5 units
PMI,200,Research Foundations,1 unit
PMI,201,Integrative Pathobiology Core I,5 units
PMI,202,Integrative Pathobiology Core II,4 units
PMI,206,Mentored Scientiﬁc Writing,1 unit
PMI,221,Topics in Virus Research,1 unit
PMI,270,Advanced Immunology,3 units
PMI,290,Seminar,1 unit
PMI,293A,Seminar in Infectious Diseases,1 unit
PMI,298,Group Study,1-5 units
PMI,299,Research,1-12 units
PED,299,Pediatric Research,1-12 units
PED,401,Preceptorship in Pediatrics,2 units
PED,405,Pediatrics Lecture Series,0.5 units
PED,415,Fetal & Neonatal Physiology,1 unit
PED,430,Pediatric Clerkship,3-12 units
PED,439R,Directed Studies in Pediatrics,1-12 units
PED,465,Pediatrics Specialty Elective,3-18 units
PED,466,Elective in Pediatric Cardiology,3-18 units
PED,467,Elective in Pulmonary Medicine,3-18 units
PED,470,Elective in Pediatric Neurology,3-18 units
PED,474,Neonatal,ICU) (4-8 units
PED,477,Pediatric Intensive Care Unit,4-8 units
PED,493C,Fetal & Neonatal Physiology SSM,6 units
PED,495,Fetal & Neonatal Physiology,3-6 units
PED,498,Directed Group Study,1-5 units
PED,499,Research Topics in Pediatrics,1-18 units
PFS,290,Colloquia in Performance Studies,4 units
PFS,298,Group Study,1-5 units
PFS,299,Individual Study,1-12 units
PFS,299D,Dissertation Research,1-12 units
PFS,459,Approaches to Theatre & Dance,4 units
PER,001,Elementary Persian,5 units
PER,002,Elementary Persian,5 units
PER,003,Elementary Persian,5 units
PER,021,Intermediate Persian,4 units
PER,022,Intermediate Persian,4 units
PER,023,Intermediate Persian,4 units
PER,098,Directed Group Study,1-5 units
PER,099,Special Study for Undergraduates,1-5 units
PER,121,Advanced Persian,4 units
PER,122,Advanced Persian,4 units
PER,123,Advanced Persian,4 units
PTX,290,Seminar,1 unit
PTX,290C,Advanced Research Conference,1 unit
PTX,299,Research,1-12 units
PHI,001,Introduction to Philosophy,4 units
PHI,005,Critical Reasoning,4 units
PHI,010,Introduction to Cognitive Science,4 units
PHI,011,Asian Philosophy,4 units
PHI,012,Introduction to Symbolic Logic,4 units
PHI,013,Minds, Brains, & Computers,3 units
PHI,015,Introduction to Bioethics,4 units
PHI,017,Language, Thought, & World,4 units
PHI,024,Introduction to Ethics,4 units
PHI,031,Appraising Scientiﬁc Reasoning,4 units
PHI,032,Understanding Scientiﬁc Change,4 units
PHI,098,Directed Group Study,1-5 units
PHI,099,Special Study for Undergraduates,1-5 units
PHI,101,Metaphysics,4 units
PHI,102,Theory of Knowledge,4 units
PHI,103,Philosophy on Mind,4 units
PHI,104,The Evolution of Mind,4 units
PHI,105,Philosophy of Religion,4 units
PHI,107,Philosophy of the Physical Sciences,4 units
PHI,109,Philosophy of the Social Sciences,4 units
PHI,111,Philosophy of Space & Time,4 units
PHI,112,Intermediate Symbolic Logic,4 units
PHI,113,Metalogic,4 units
PHI,114,History of Ethics,4 units
PHI,115,Problems in Normative Ethics,4 units
PHI,116,Ethical Theories,4 units
PHI,117,Foundations of Ethics,4 units
PHI,118,Political Philosophy,4 units
PHI,119,Philosophy of Law,4 units
PHI,120,Environmental Ethics,4 units
PHI,121,Bioethics,4 units
PHI,122,Philosophy of Race,4 units
PHI,123,Aesthetics,4 units
PHI,125,Theory of Action,4 units
PHI,128,Rationality,4 units
PHI,129,Knowledge & the A Priori,4 units
PHI,131,Philosophy of Logic & Mathematics,4 units
PHI,134,Modal Logic,4 units
PHI,135,Alternative Logics,4 units
PHI,136,Formal Epistemology,4 units
PHI,141,Socrates & the Socratic Dialogue,4 units
PHI,143,Hellenistic Philosophy,4 units
PHI,151,19th-Century European Philosophy,4 units
PHI,156,Contemporary Analytic Philosophy,4 units
PHI,157,20th-Century European Philosophy,4 units
PHI,160,Pre-Socratics,4 units
PHI,161,Plato,4 units
PHI,162,Aristotle,4 units
PHI,168,Descartes,4 units
PHI,170,Spinoza & Leibniz,4 units
PHI,172,Locke & Berkeley,4 units
PHI,174,Hume,4 units
PHI,175,Kant,4 units
PHI,178,Frege,4 units
PHI,194HA,Honors Research Project,4 units
PHI,194HB,Research Project,4 units
PHI,198,Directed Group Study,1-5 units
PHI,200A,Proseminar I,4 units
PHI,200B,Proseminar II,4 units
PHI,201,Metaphysics,4 units
PHI,202,Theory of Knowledge,4 units
PHI,203,Philosophy of Mind,4 units
PHI,203P,Philosophy of Mind Practicum,4 units
PHI,207,Philosophy of Physics,4 units
PHI,208,Philosophy of Biology,4 units
PHI,210,Philosophy of Science,4 units
PHI,212,Philosophy of Logic & Mathematics,4 units
PHI,214,Ethics,4 units
PHI,217,Political Philosophy,4 units
PHI,220,Environmental Ethics,4 units
PHI,237,Philosophy of Language,4 units
PHI,238,Philosophy of Language Workshop,4 units
PHI,261,Plato,4 units
PHI,262,Aristotle,4 units
PHI,275,Kant,4 units
PHI,290,History of Philosophy,4 units
PHI,298,Group Study,1-5 units
PHI,299,Research,1-12 units
PMR,198,Directed Group Study,1-5 units
PMR,299,Research,1-12 units
PMR,421,Introduction to Sports Medicine,1 unit
PMR,498,Advanced Group Study,1-5 units
PMR,499,Research for Medical Students,1-12 units
PAS,250,Foundations of Primary Health Care,8 units
PAS,251A,Primary Health Care,8 units
PAS,251B,Primary Health Care,8 units
PAS,251C,Primary Health Care,7 units
PAS,251D,Gender and Transgender Health,4 units
PAS,251E,Surgery & Emergency Medicine,4 units
PAS,260,Foundations of Behavioral Health,2 units
PAS,270,Foundations of Pharmacology,3 units
PAS,271A,Advanced Pharmacology,2 units
PAS,271B,Advanced Pharmacology,2 units
PAS,271C,Advanced Pharmacology,2 units
PAS,299,Research & Writing,1-4 units
PAS,400,Basic Clinical Skills,5 units
PAS,401,Basic Clinical Skills,1-4 units
PAS,410A,Advanced Clinical Skills,4 units
PAS,410B,Advanced Clinical Skills,3 units
PAS,410C,Advanced Clinical Skills,3 units
PAS,410D,Advanced Clinical Skills,3 units
PAS,410E,Advanced Clinical Skills,1-4 units
PAS,410F,Advanced Clinical Skills,1-4 units
PAS,410G,Advanced Clinical Skills,1-4 units
PAS,440,Preparation for Clinical Practice,1-3 units
PHY,001A,Principles of Physics,3 units
PHY,001B,Principles of Physics,3 units
PHY,007A,General Physics,4 units
PHY,007B,General Physics,4 units
PHY,007C,General Physics,4 units
PHY,009A,Classical Physics,5 units
PHY,009B,Classical Physics,5 units
PHY,009C,Classical Physics,5 units
PHY,009D,Modern Physics,4 units
PHY,009HA,Honors Physics,5 units
PHY,009HB,Honors Physics,5 units
PHY,009HC,Honors Physics,5 units
PHY,009HD,Honors Physics,5 units
PHY,009HE,Honors Physics,5 units
PHY,010,Topics in Physics for Nonscientists,4 units
PHY,010C,Physics of California,3 units
PHY,010CY,Physics of California,3 units
PHY,012,Visualization in Science,3 units
PHY,030,Fractals, Chaos & Complexity,3 units
PHY,045,Computational Physics,4 units
PHY,080,Experimental Techniques,4 units
PHY,090X,Lower Division Seminar,2 units
PHY,098,Directed Group Study,1-5 units
PHY,102,Computational Laboratory in Physics,1 unit
PHY,105A,Classical Mechanics,4 units
PHY,105B,Analytical Mechanics,4 units
PHY,105C,Continuum Mechanics,4 units
PHY,108,Optics,3 units
PHY,108L,Optics Laboratory,1 unit
PHY,110A,Electricity & Magnetism,4 units
PHY,110B,Electricity & Magnetism,4 units
PHY,110C,Electricity & Magnetism,4 units
PHY,116A,Electronic Instrumentation,4 units
PHY,116B,Electronic Instrumentation,4 units
PHY,123,Signals & Noise in Physics,4 units
PHY,129A,Introduction to Nuclear Physics,4 units
PHY,130A,Elementary Particle Physics,4 units
PHY,130B,Elementary Particle Physics,4 units
PHY,150,Special Topics in Physics,4 units
PHY,151,Stellar Structure & Evolution,4 units
PHY,153,Extragalactic Astrophysics,4 units
PHY,155,General Relativity,4 units
PHY,156,Introduction to Cosmology,4 units
PHY,160,Environmental Physics & Society,3 units
PHY,185,Alumni Seminar Series,1 unit
PHY,190,Careers in Physics,1 unit
PHY,192,Internship in Physics,1-12 units
PHY,195,Senior Thesis,5 units
PHY,198,Directed Group Study,1-5 units
PHY,204A,Methods of Mathematical Physics,4 units
PHY,204B,Methods of Mathematical Physics,4 units
PHY,210,Computational Physics,3 units
PHY,215A,Quantum Mechanics,4 units
PHY,215B,Quantum Mechanics,4 units
PHY,215C,Quantum Mechanics,4 units
PHY,219A,Statistical Mechanics,4 units
PHY,219B,Statistical Mechanics,4 units
PHY,224A,Nuclear Physics,3 units
PHY,224B,Nuclear Physics,3 units
PHY,224C,Nuclear Physics,3 units
PHY,229A,Advanced Nuclear Theory,3 units
PHY,229B,Advanced Nuclear Theory,3 units
PHY,230A,Quantum Theory of Fields,3 units
PHY,230B,Quantum Theory of Fields,3 units
PHY,230C,Quantum Theory of Fields,3 units
PHY,232,Topics in String Theory,3 units
PHY,240B,Condensed Matter Physics B,3 units
PHY,240C,Condensed Matter Physics,3 units
PHY,241,Advanced Topics in Magnetism,3 units
PHY,243A,Surface Physics of Materials,3 units
PHY,243B,Surface Physics of Materials,3 units
PHY,243C,Surface Physics of Materials,3 units
PHY,245A,High-Energy Physics,3 units
PHY,245B,High-Energy Physics,3 units
PHY,245C,Collider Physics,3 units
PHY,246B,Advanced Supersymmetry,3 units
PHY,250,Special Topics in Physics,3 units
PHY,253,Signals & Noise in Physics,3 units
PHY,255,Econophysics,4 units
PHY,256A,Physics of Information,4 units
PHY,256B,Physics of Computation,4 units
PHY,260,Introduction to General Relativity,3 units
PHY,262,Early Universe Cosmology,3 units
PHY,263,Cosmic Structure Formation,3 units
PHY,266,Data Analysis for Astrophysics,3 units
PHY,268,Research Methods in Astrophysics,3 units
PHY,269,Stellar Structure & Evolution,3 units
PHY,270,Current Topics in Physics Research,3 units
PHY,285,Careers in Physics,1 unit
PHY,290,Seminar in Physics,1 unit
PHY,291,Seminar in Nuclear Physics,1 unit
PHY,294,Seminar in Cosmology,1 unit
PHY,296,Field, Strings, & Gravity Seminar,1 unit
PHY,298,Group Study,1-5 units
PHY,299,Research,1-12 units
PHY,390,Methods of Teaching Physics,1 unit
PBI,203N,Biology of the Plant Cell,4 units
PBI,210,Plant Ecophysiology,3 units
PBI,212,Physiology of Herbicidal Action,3 units
PBI,214,Higher Plant Cell Walls,3 units
PBI,220,Plant Developmental Biology,4 units
PBI,223,Special Topics in Scientiﬁc Method,2 units
PBI,227,Plant Molecular Biology,4 units
PBI,290A,Faculty Seminar,1 unit
PBI,290B,Seminar,1 unit
PBI,290C,Research Conference in Botany,1 unit
PBI,292,Seminars in Plants Biology,1 unit
PBI,293,Seminar in Postharvest Biology,1 unit
PBI,297T,Tutoring in Plant Biology,1-5 units
PBI,298,Group Study,1-5 units
PBI,299,Research,1-12 units
PBI,390,The Teaching of Plant Biology,2 units
PLB,010,Plant Biology,3 units
PLB,090X,Plant Science Seminar,1-4 units
PLB,092,Internship,1-12 units
PLB,098,Directed Group Study,1-5 units
PLB,099,Special Study for Undergraduates,1-5 units
PLB,102,California Floristics,5 units
PLB,105,Developmental Plant Anatomy,5 units
PLB,111,Plant Physiology,3 units
PLB,111D,Problems in Plant Physiology,1 unit
PLB,112,Plant Growth & Development,3 units
PLB,116,Plant Morphology & Evolution,5 units
PLB,117,Plant Ecology,4 units
PLB,123,Plant-Virus-Vector Interaction,3 units
PLB,126,Plant Biochemistry,3 units
PLB,143,Evolution of Crop Plants,4 units
PLB,148,Introductory Mycology,4 units
PLB,192,Internship,1-12 units
PLB,197T,Tutoring in Plant Biology,1-5 units
PLB,198,Directed Group Study,1-5 units
PLP,040,Edible Mushroom Cultivation,2 units
PLP,100,Plant Pathogen Biology,3 units
PLP,120,Introduction to Plant Pathology,4 units
PLP,123,Plant-Virus-Vector Interaction,3 units
PLP,130,Fungal Biology & Disease,3 units
PLP,135,Field Identiﬁcation of Mushrooms,1 unit
PLP,148,Introductory Mycology,4 units
PLP,150,Fungal Ecology,3 units
PLP,185,Advanced Mushroom Taxonomy,2 units
PLP,192,Internship,1-12 units
PLP,198,Directed Group Study,1-5 units
PLP,202B,Applied Plant Pathology - Field Trip,1 unit
PLP,217,Molecular Genetics of Fungi,3 units
PLP,224,Advanced Mycology,3 units
PLP,228,Plant Bacteriology,3 units
PLP,230,Plant Virology,3 units
PLP,290,Seminar,1 unit
PLP,290C,Advanced Research Conference,1 unit
PLP,295,Seminar in Mycology,1 unit
PLP,298,Special Group Study,1-5 units
PLP,299,Research,1-12 units
PLS,001,Agriculture, Nature & Society,3 units
PLS,012,Plants & Society,4 units
PLS,049,Organic Crop Production Practices,3 units
PLS,092,Internship,1-12 units
PLS,098,Directed Group Study,1-5 units
PLS,099,Special Study for Undergraduates,1-5 units
PLS,101,Agriculture & the Environment,3 units
PLS,102,California Floristics,5 units
PLS,105,Concepts in Pest Management,3 units
PLS,112,Forage Crop Production,3 units
PLS,116,Plant Morphology & Evolution,5 units
PLS,124,Introduction to Digital Agriculture,3 units
PLS,130,Grassland Ecology,3 units
PLS,141,Ethnobotany,4 units
PLS,144,Trees & Forests,4 units
PLS,147,California Plant Communities,3 units
PLS,152,Plant Genetics,4 units
PLS,153,Plant, Cell, Tissue & Organ Culture,4 units
PLS,154,Introduction to Plant Breeding,4 units
PLS,158,Mineral Nutrition of Plants,4 units
PLS,162,Urban Ecology,3 units
PLS,163,Ecosystem & Landscape Ecology,4 units
PLS,170A,Fruit & Nut Cropping Systems,2 units
PLS,170B,Fruit & Nut Cropping Systems,2 units
PLS,176,Introduction to Weed Science,4 units
PLS,188,Undergraduate Research Proposal,3 units
PLS,190C,Research Group Conference,1 unit
PLS,192,Internship,1-12 units
PLS,194H,Senior Honors Thesis,1-2 units
PLS,197T,Tutoring in Plant Sciences,1-5 units
PLS,198,Directed Group Study,1-5 units
PLS,205,Experimental Design & Analysis,5 units
PLS,222,Advanced Plant Breeding,4 units
PLS,225,Quantitative Genetics,4 units
PLS,290,Seminar,1-2 units
PLS,290C,Research Conference,1 unit
PLS,297T,Tutoring in Plant Sciences,1-5 units
PLS,298,Group Study,1-5 units
PLS,299,Research,1-12 units
PSU,460,Clinical Plastic Surgery Elective,1-18 units
POL,001,American National Government,4 units
POL,003,International Relations,4 units
POL,004,Basic Concepts in Political Theory,4 units
POL,011C,Politics & Film,4 units
POL,011D,Political Persuasion,4 units
POL,012A,Politics & Sports,4 units
POL,012B,Climate Change & Politics,4 units
POL,051,Scientiﬁc Study of Politics,4 units
POL,090X,Lower Division Seminar,4 units
POL,099,Special Study for Undergraduates,1-5 units
POL,100,Local Government & Politics,4 units
POL,102,Urban Public Policy,4 units
POL,105,The Legislative Process,4 units
POL,106,The Presidency,4 units
POL,108,Policy Making in the Public Sector,4 units
POL,110,The Strategy of Politics,4 units
POL,112,Contemporary Democratic Theory,4 units
POL,113,American Political Thought,4 units
POL,115,Medieval Political Thought,4 units
POL,116,Foundations of Political Thought,4 units
POL,119,Contemporary Political Thought,4 units
POL,120,Theories of International Politics,4 units
POL,121,Scientiﬁc Study of War,4 units
POL,122,International Law,4 units
POL,123,The Politics of Interdependence,4 units
POL,124,The Politics of Global Inequality,4 units
POL,130,Recent U.S. Foreign Policy,4 units
POL,131,Analysis of U.S. Foreign Policy,4 units
POL,132,National Security Policy,4 units
POL,134,Africa & U.S. Foreign Policy,4 units
POL,136,The Arab-Israeli Conflict,4 units
POL,139,Special Studies in Foreign Policy,4 units
POL,140D,When Institutions Fail,4 units
POL,140E,Policy-Making Processes,4 units
POL,140F,Experiments in Social Change,4 units
POL,143A,Latin American Politics,4 units
POL,143B,Mexican Politics,4 units
POL,145B,Politics in Israel,4 units
POL,147A,West European Politics,4 units
POL,154,Legal Philosophy,4 units
POL,155,Judicial Process & Behavior,4 units
POL,160,American Political Parties,4 units
POL,162,Elections & Voting Behavior,4 units
POL,163,Group Politics,4 units
POL,164,Public Opinion,4 units
POL,165,Mass Media & Politics,4 units
POL,165V,Mass Media & Politics,4 units
POL,166,Women in Politics,4 units
POL,168,Chicano Politics,4 units
POL,170,Political Psychology,4 units
POL,171,The Politics of Energy,4 units
POL,172,American Political Development,4 units
POL,174,Government & the Economy,4 units
POL,175,Science, Technology, & Policy,4 units
POL,176,Racial Politics,4 units
POL,180,Bureaucracy in Modern Society,4 units
POL,183,Administrative Behavior,4 units
POL,187,Administrative Theory,4 units
POL,190,International Relations,4 units
POL,192A,Internship in Public Affairs,3-6 units
POL,192B,Internship in Public Affairs,1-5 units
POL,193,Research in Practical Politics,2 units
POL,195,Special Studies in American Politics,4 units
POL,196A,Seminar in American Politics,4 units
POL,196B,Seminar in Comparative Politics,4 units
POL,196C,Seminar in International Relations,4 units
POL,196D,Seminar in Political Theory,4 units
POL,196E,Seminar in Research Methods,4 units
POL,197T,Tutoring in Political Science,1-5 units
POL,198,Directed Group Study,1-5 units
POL,201,Urban Government & Politics,4 units
POL,203B,American Government: Congress,4 units
POL,203C,American Government: Courts,4 units
POL,207,Environmental Public Policy,4 units
POL,208,Policy Analysis,4 units
POL,209,The American Political System,4 units
POL,214A,Research in Political Science,4 units
POL,214B,Research in Political Science,4 units
POL,216,Qualitative Research Methods,4 units
POL,218,Topics in Political Theory,4 units
POL,219A,Political Theory Sequence,4 units
POL,219B,Political Theory Sequence,4 units
POL,219C,Contemporary Political Theory,4 units
POL,220,Seminar in Political Theory,4 units
POL,223,International Relations,4 units
POL,224,International Security,4 units
POL,225,The International System,4 units
POL,230,American Foreign Policy,4 units
POL,241,Communist Political Systems,4 units
POL,242,Seminar in Comparative Politics,4 units
POL,243,Comparative Institutional Change,4 units
POL,260,Political Parties,4 units
POL,261,Political Behavior,4 units
POL,274,Political Economy,4 units
POL,283,Organizational Behavior,4 units
POL,284,Advanced Network Analysis,4 units
POL,290B,Research in Political Theory,4 units
POL,290D,Research in Judicial Politics,4 units
POL,290G,Research in Methodology,4 units
POL,297,Internships in Political Science,2 units
POL,298,Group Study,1-5 units
POL,299,Research,1-12 units
POL,299D,Research,1-12 units
POL,390,The Teaching of Political Science,1 unit
PBG,200A,Principles of Population Biology,5 units
PBG,200B,Principles of Population Biology,6 units
PBG,200C,Principles of Population Biology,6 units
PBG,203,Advanced Evolution,3 units
PBG,206,Ecology of Insect Parasitoids,4 units
PBG,207,Plant Population Biology,3 units
PBG,212,Topics in Invertebrate Evolution,2 units
PBG,225,Terrestrial Field Ecology,4 units
PBG,271,Research Conference in Ecology,1 unit
PBG,287,Advanced Animal Behavior,2 units
PBG,290,Seminar,1 unit
PBG,292,Topics in Ecology & Evolution,1 unit
PBG,296,Seminar in Geographical Ecology,2 units
PBG,298,Group Study,1-5 units
PBG,299,Research,1-12 units
PHR,092,Internship in Veterinary Science,1-4 units
PHR,192,Internship in Veterinary Science,1-12 units
PHR,198,Directed Group Study,1-5 units
MPM,202,Medical Statistics I,4 units
MPM,203,Medical Statistics II,4 units
MPM,204,Medical Statistics III,4 units
MPM,205,Principles of Epidemiology,4 units
MPM,206,Epidemiologic Study Design,4 units
MPM,208,Research Planning & Reporting I,2 units
MPM,209,Research Planning & Reporting II,1 unit
MPM,210,Advanced Health Leadership,1.5 units
POR,001,Elementary Portuguese,5 units
POR,002,Elementary Portuguese,5 units
POR,003,Elementary Portuguese,5 units
POR,021,Intermediate Portuguese,5 units
POR,022,Intermediate Portuguese,5 units
POR,023,Portuguese Composition I,4 units
POR,098,Directed Group Study,1-5 units
POR,134,Luis de Camões,4 units
POR,161,Luso-Brazilian Literature & Culture,4 units
POR,162,Introduction to Brazilian Literature,4 units
POR,197T,Tutoring in Portuguese,1-4 units
POR,198,Directed Group Study,1-5 units
ACC,201,Financial Reporting,4 units
ACC,203,Intermediate Financial Reporting,4 units
ACC,205,Advanced Financial Reporting,4 units
ACC,211,Tax Reporting & Analysis,4 units
ACC,215,Advanced Tax Reporting & Analysis,4 units
ACC,219,Taxation of Business Entities,4 units
ACC,243,Auditing & Attestation Services,4 units
ACC,251,Managerial Accounting & Controls,4 units
ACC,271,Accounting Ethics,4 units
ACC,455,Audit Data Analytics,4 units
ACC,490,Topics in Accounting,1-4 units
PSY,092,Willow Clinic,1-2 units
PSY,192,Willow Clinic,1-2 units
PSY,198,Directed Group Study,1-5 units
PSY,403,Fundamentals of Clinical Psychiatry,3 units
PSY,410,Klingenstein Summer Elective,2.5 units
PSY,410L,Klingenstein Longitudinal Elective,2 units
