SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
LAW,435,Family Protection Clinic,4 units
LAW,435A,Family Protection Clinic,4 units
LAW,435B,Family Protection Clinic,4 units
LAW,440,Immigration Law Clinic,4 units
LAW,440A,Immigration Law Clinic,4 units
LAW,440B,Immigration Law Clinic,4 units
LAW,445,Legislative Process Externship,2-5 units
LAW,445A,Aoki Water Justice Clinic,3-5 units
LAW,450,Environmental Law Externship,2-6 units
LAW,460,Public Interest Law Externship,2-6 units
LAW,465,Intellectual Property Externship,2-6 units
LAW,480,Clinical Program in Prison Law,2-6 units
LAW,485,California Supreme Court Clinic,6 units
LAW,495,Legal Research & Writing Mentor,1-2 units
LAW,495LS,Lawyering Skills Mentor,2 units
LAW,498,Group Study,1-4 units
LAW,498A,Group Study,1-4 units
LAW,499,Independent Research Project,1-4 units
LAW,499A,Independent Research Project,1-4 units
LAW,499B,Law Students Study Away,10 units
LAW,499C,Joint Degree Student-GSM,10 units
LIN,001,Introduction to Linguistics,4 units
LIN,001Y,Introduction to Linguistics,4 units
LIN,003,Language & the Body,4 units
LIN,005,Global English & Communication,4 units
LIN,006,Language & Society,4 units
LIN,015,Academic Oral Communication,3 units
LIN,098,Directed Group Study,1-5 units
LIN,099,Special Study for Undergraduates,1-5 units
LIN,105,Topics in Language & Linguistics,4 units
LIN,106,English Grammar,4 units
LIN,111,Introduction to Phonological Theory,4 units
LIN,112,Phonetics,4 units
LIN,121,Morphology,4 units
LIN,131,Introduction to Syntactic Theory,4 units
LIN,141,Semantics,4 units
LIN,150,Languages of the World,4 units
LIN,151,Historical Linguistics,4 units
LIN,152,Language Universals & Typology,4 units
LIN,160,American Voices,4 units
LIN,161,Global Sociolinguistics,4 units
LIN,163,Language, Gender, & Society,4 units
LIN,164,Discourse Analysis,4 units
LIN,165,Introduction to Applied Linguistics,4 units
LIN,171,Introduction to Psycholinguistics,4 units
LIN,173,Language Development,4 units
LIN,175,Biological Basis of Language,4 units
LIN,177,Computational Linguistics,4 units
LIN,182,Multilingualism,4 units
LIN,192,Internship in Linguistics,1-12 units
LIN,197T,Tutoring in Linguistics,1-4 units
LIN,198,Directed Group Study,1-5 units
LIN,200A,Foundations of Linguistics I,4 units
LIN,200B,Foundations of Linguistics II,4 units
LIN,200C,Foundations of Linguistics III,4 units
LIN,201,Proseminar,1 unit
LIN,212,Advanced Phonetics,4 units
LIN,250,Principles of Typological Linguistics,4 units
LIN,251,Principles of Historical Linguistics,4 units
LIN,252,Romance Linguistics,4 units
LIN,253,Speech Perception,4 units
LIN,260,Variation in Speech Communities,4 units
LIN,263,Discourse Analysis: Text in Context,4 units
LIN,265,Language, Performance, & Power,4 units
LIN,272,Computational Psycholinguistics,3 units
LIN,275,Neurobiology of Language,4 units
LIN,281,Research Methods in TESOL/SLD,4 units
LIN,298,Directed Group Study,1-5 units
LIN,299,Research,1-12 units
LIN,300,Language Pedagogy,4 units
LIN,301,Teaching Academic Literacy,4 units
MGT,011A,Elementary Accounting,4 units
MGT,011B,Elementary Accounting,4 units
MGT,098,Directed Group Study,1-5 units
MGT,103,Intermediate Financial Accounting I,4 units
MGT,150,Technology Management,4 units
MGT,160,Financing New Business Ventures,4 units
MGT,170,Management Accounting & Control,4 units
MGT,190,Special Topics in Accounting,4 units
MGT,198,Directed Group Study,1-5 units
MGT,200A,Financial Accounting,3 units
MGT,200B,Managerial Accounting,3 units
MGT,201A,The Individual & Group Dynamics,3 units
MGT,202A,Markets & the Firm,3 units
MGT,203A,Data Analysis for Managers,3 units
MGT,204,Marketing Management,3 units
MGT,205,Financial Theory & Policy,3 units
MGT,207,Management Information Systems,3 units
MGT,215,Business Law,3 units
MGT,220,Management of Social Networks,3 units
MGT,223,Power & Influence in Management,3 units
MGT,234,Pricing,3 units
MGT,239,Digital Marketing,3 units
MGT,240,Management Policy & Strategy,3 units
MGT,240A,Intergrated Management Project,3 units
MGT,241,New Product Development,3 units
MGT,242,Marketing Communications,3 units
MGT,244,New & Small Business Ventures,3 units
MGT,245,Business Writing,3 units
MGT,246,Negotiation & Team Building,3 units
MGT,248,Marketing Strategies,3 units
MGT,249,Marketing Research,3 units
MGT,251,Management of Innovation,3 units
MGT,253,Corporate Social Responsibility,3 units
MGT,258,Mergers & Acquisitions,3 units
MGT,259,Banking & the Financial System,3 units
MGT,260,Corporate Finance,3 units
MGT,261,Investment Analysis,3 units
MGT,262,Money & Security Markets,3 units
MGT,263,Derivative Securities,3 units
MGT,264,Business Taxation,3 units
MGT,265,Technology Finance & Valuation,3 units
MGT,266,International Finance,3 units
MGT,267,Teams & Technology,3 units
MGT,268,Articulation & Critical Thinking,3 units
MGT,269,Machine Learning with Python,3 units
MGT,270,Corporate Financial Reporting,3 units
MGT,271,Strategic Cost Management,3 units
MGT,272,Evaluation of Financial Information,3 units
MGT,274,Corporate Governance,3 units
MGT,281,Systems Analysis & Design,3 units
MGT,282,Supply Chain Management,3 units
MGT,285,Time Series Analysis & Forecasting,3 units
MGT,290,Topics in General Management,3 units
MGT,291,Topics in Organizational Behavior,3 units
MGT,292,Topics in Finance,3 units
MGT,293,Topics in Marketing,3 units
MGT,294,Topics in Accounting,3 units
MGT,295,Topics in Information Technology,3 units
MGT,296,Topics in Technology Management,3 units
MGT,298,Directed Group Study,1-5 units
MGT,299,Individual Study,1-12 units
MGT,400A,Financial Accounting,4 units
MGT,401A,The Individual & Group Dynamics,4 units
MGT,402A,Markets & the Firm,4 units
MGT,403A,Data Analysis for Managers,4 units
MGT,404,Marketing Management,4 units
MGT,405,Financial Theory & Policy,4 units
MGT,406B,Decision Analytics: Scalable,2 units
MGT,407,Storytelling for Leadership,1 unit
MGT,408,The Business of the Media,1 unit
MGT,408V,The Business of the Media,1 unit
MGT,412,International Marketing,1 unit
MGT,414,Multi-Channel Marketing,1 unit
MGT,415,Climate Risks & Opportunities,1 unit
MGT,415V,Business Law,3 units
MGT,416,Topics in Private Equity,1 unit
MGT,419,Business Strategy Consulting Skills,1 unit
MGT,423V,Power & Influence in Management,3 units
MGT,426,The Business of Healthcare,1 unit
MGT,431,Project Management,1 unit
MGT,433,Corporate Social Responsibility,1 unit
MGT,435,Data Wrangling,1 unit
MGT,436,Introduction to Derivative Securities,1 unit
MGT,437,Healthcare Analytics,1 unit
MGT,437V,Healthcare Analytics,1 unit
MGT,440,Integrated Management Project,6 units
MGT,440A,Integrated Management Project,6 units
MGT,440B,Integrated Management Project,3 units
MGT,441V,New Product Development,3 units
MGT,443,Customer Analytics,3 units
MGT,443V,Customer Analytics,3 units
MGT,445Y,Product Management,4 units
MGT,448,Practicum for Marketing Strategies,1 unit
MGT,448V,Marketing Strategies,3 units
MGT,454B,Marketing Analytics,2 units
MGT,460A,Corporate Finance: Fundamentals,2 units
MGT,467,Practicum for Teams & Technology,1 unit
MGT,467V,Teams & Technology,3 units
MGT,468,Articulation & Critical Thinking,4 units
MGT,490,Topics in Business,1 unit
MGT,490A,Topics in Management,2 units
MGT,490BV,Topics in Management,2 units
MGT,490V,Topics in General Management,3 units
MGT,492V,Topics in Finance,2 units
MGT,493V,Topics in Marketing,3 units
MGV,200AV,Financial Accounting,4 units
MGV,200BV,Managerial Accounting,4 units
MGV,202AV,Markets & the Firm,4 units
MGV,203AV,Data Analysis for Managers,4 units
MGV,204V,Marketing Management,4 units
MGV,205V,Financial Theory & Policy,4 units
MGV,206V,Decision Analytics,4 units
MGV,215V,Business Law,4 units
MGV,223V,Power & Influence,4 units
MGV,234V,Pricing,4 units
MGV,239V,Digital Marketing,4 units
MGV,241V,New Product Development,4 units
MGV,244V,New & Small Business Ventures,4 units
MGV,246V,Negotiations in Organizations,4 units
MGV,248V,Marketing Strategy,4 units
MGV,249V,Marketing Research,4 units
MGV,251V,Management of Innovation,4 units
MGV,253V,Corporate Social Responsibility,4 units
MGV,254V,Marketing Analytics,4 units
MGV,255V,Entrepreneurship Clinic,4 units
MGV,258V,Mergers & Acquisitions,4 units
MGV,259V,Banking & the Financial System,4 units
MGV,260V,Corporate Finance,4 units
MGV,261V,Investment Analysis,4 units
MGV,263V,Derivative Securities,4 units
MGV,264V,Business Taxation,4 units
MGV,265V,Technology Finance & Valuation,4 units
MGV,267V,Teams & Technology,4 units
MGV,268V,Articulation & Critical Thinking,4 units
MGV,269V,Data Mining,4 units
MGV,270V,Corporate Financial Reporting,4 units
MGV,282V,Supply Chain Management,4 units
MGV,290V,Topics in General Management,4 units
MGV,400AV,Financial Accounting,4 units
MGV,402AV,Markets & The Firm,4 units
MGV,403AV,Data Analysis for Managers,4 units
MGV,404V,Marketing Management,4 units
MGV,405V,Financial Theory & Policy,4 units
MGV,438V,Quantitative Tools for Business,4 units
MGV,440V,Integrated Management Project,4 units
MGV,445V,Product Management,4 units
MGV,468V,Articulation & Critical Thinking,4 units
MGV,469V,Machine Learning with Python,4 units
MGV,475V,R & SQL for Business Analytics,4 units
MGV,490A,Topics in Management,2 units
MGV,490AV,Topics in Management,2 units
MGP,200A,Financial Accounting,3 units
MGP,200B,Managerial Accounting,3 units
MGP,201A,The Individual & Group Dynamics,3 units
MGP,202A,Markets & the Firm,3 units
MGP,203A,Data Analysis for Managers,3 units
MGP,204,Marketing Management,3 units
MGP,205,Financial Theory & Policy,3 units
MGP,207,Management Information Systems,3 units
MGP,215,Business Law,3 units
MGP,220,Management of Social Networks,3 units
MGP,223,Power & Influence in Management,3 units
MGP,234,Pricing,3 units
MGP,239,Digital Marketing,3 units
MGP,240,Management Policy & Strategy,3 units
MGP,241,New Product Development,3 units
MGP,242,Marketing Communications,3 units
MGP,244,New & Small Business Ventures,3 units
MGP,245,Business Writing,3 units
MGP,246,Negotiation & Team Building,3 units
MGP,248,Marketing Strategies,3 units
MGP,249,Marketing Research,3 units
MGP,251,Management of Innovation,3 units
MGP,253,Corporate Social Responsibility,3 units
MGP,258,Mergers & Acquisitions,3 units
MGP,259,Banking & the Financial System,3 units
MGP,260,Corporate Finance,3 units
MGP,261,Investment Analysis,3 units
MGP,262,Money & Security Markets,3 units
MGP,263,Derivative Securities,3 units
MGP,264,Business Taxation,3 units
MGP,265,Technology Finance & Valuation,3 units
MGP,266,International Finance,3 units
MGP,267,Teams & Technology,3 units
MGP,268,Articulation & Critical Thinking,3 units
MGP,269,Machine Learning with Python,3 units
MGP,270,Corporate Financial Reporting,3 units
MGP,271,Strategic Cost Management,3 units
MGP,272,Evaluation of Financial Information,3 units
MGP,274,Corporate Governance,3 units
MGP,281,Systems Analysis & Design,3 units
MGP,282,Supply Chain Management,3 units
MGP,285,Time Series Analysis & Forecasting,3 units
MGP,290,Topics in General Management,3 units
MGP,291,Topics in Organizational Behavior,3 units
MGP,292,Topics in Finance,3 units
MGP,293,Topics in Marketing,3 units
MGP,294,Topics in Accounting,3 units
MGP,295,Topics in Information Technology,3 units
MGP,296,Topics in Technology Management,3 units
MGP,298,Directed Group Study,1-5 units
MGP,299,Individual Study,1-12 units
MGP,400A,Financial Accounting,4 units
MGP,400AY,Financial Accounting,4 units
MGP,401A,The Individual & Group Dynamics,4 units
MGP,401AY,Individual & Group Dynamics,4 units
MGP,402A,Markets & the Firm,4 units
MGP,402AY,Markets & the Firm,4 units
MGP,403A,Data Analysis for Managers,4 units
MGP,403AY,Data Analysis for Managers,4 units
MGP,404,Marketing Management,4 units
MGP,404Y,Marketing Management,4 units
MGP,405,Financial Theory & Policy,4 units
MGP,405Y,Financial Theory & Policy,4 units
MGP,406B,Decision Analytics: Scalable,2 units
MGP,407,Storytelling for Leadership,1 unit
MGP,408,The Business of the Media,1 unit
MGP,408V,The Business of the Media,1 unit
MGP,412,International Marketing,1 unit
MGP,414,Multi-Channel Marketing,1 unit
MGP,415,Climate Risks & Opportunities,1 unit
MGP,415V,Business Law,3 units
MGP,416,Topics in Private Equity,1 unit
MGP,419,Business Strategy Consulting Skills,1 unit
MGP,426,The Business of Healthcare,1 unit
MGP,431,Project Management,1 unit
MGP,433,Corporate Social Responsibility,1 unit
MGP,435,Data Wrangling,1 unit
MGP,436,Introduction to Derivative Securities,1 unit
MGP,437,Healthcare Analytics,1 unit
MGP,437V,Healthcare Analytics,1 unit
MGP,440,Integrated Management Project,6 units
MGP,440A,Integrated Management Project,6 units
MGP,440B,Integrated Management Project,3 units
MGP,441V,New Product Development,3 units
MGP,443,Customer Analytics,3 units
MGP,443V,Customer Analytics,3 units
MGP,445Y,Product Management,4 units
MGP,448,Practicum for Marketing Strategies,1 unit
MGP,448V,Marketing Strategies,3 units
MGP,454B,Marketing Analytics,2 units
MGP,460A,Corporate Finance: Fundamentals,2 units
MGP,467,Practicum for Teams & Technology,1 unit
MGP,467V,Teams & Technology,3 units
MGP,468,Articulation & Critical Thinking,4 units
MGP,468Y,Articulation & Critical Thinking,4 units
MGP,490,Topics in Business,1 unit
MGP,490A,Topics in Management,2 units
MGP,490BV,Topics in Management,2 units
MGP,490V,Topics in General Management,3 units
MGP,492V,Topics in Finance,2 units
MGP,493V,Topics in Marketing,3 units
MGB,200A,Financial Accounting,3 units
MGB,200B,Managerial Accounting,3 units
MGB,201A,The Individual & Group Dynamics,3 units
MGB,202A,Markets & The Firm,3 units
MGB,203A,Data Analysis for Managers,3 units
MGB,204,Marketing Management,3 units
MGB,205,Financial Theory & Policy,3 units
MGB,207,Management Information Systems,3 units
MGB,215,Business Law,3 units
MGB,220,Management of Social Networks,3 units
MGB,223,Power & Influence in Management,3 units
MGB,234,Pricing,3 units
MGB,239,Digital Marketing,3 units
MGB,240,Management Policy & Strategy,3 units
MGB,241,New Product Development,3 units
MGB,242,Marketing Communications,3 units
MGB,244,New & Small Business Ventures,3 units
MGB,245,Business Writing,3 units
MGB,246,Negotiation & Team Building,3 units
MGB,248,Marketing Strategies,3 units
MGB,249,Marketing Research,3 units
MGB,250,Technology Competition & Strategy,3 units
MGB,251,Management of Innovation,3 units
MGB,253,Corporate Social Responsibility,3 units
MGB,258,Mergers & Acquisitions,3 units
MGB,259,Banking & the Financial System,3 units
MGB,260,Corporate Finance,3 units
MGB,261,Investment Analysis,3 units
MGB,262,Money & Security Markets,3 units
MGB,263,Derivative Securities,3 units
MGB,264,Business Taxation,3 units
MGB,265,Technology Finance & Valuation,3 units
MGB,266,International Finance,3 units
MGB,267,Teams & Technology,3 units
MGB,268,Articulation & Critical Thinking,3 units
MGB,269,Machine Learning with Python,3 units
MGB,270,Corporate Financial Reporting,3 units
MGB,271,Strategic Cost Management,3 units
MGB,272,Evaluation of Financial Information,3 units
MGB,274,Corporate Governance,3 units
MGB,281,Systems Analysis & Design,3 units
MGB,282,Supply Chain Management,3 units
MGB,285,Time Series Analysis & Forecasting,3 units
MGB,290,Topics in General Management,3 units
MGB,291,Topics in Organizational Behavior,3 units
MGB,292,Topics in Finance,3 units
MGB,293,Topics in Marketing,3 units
MGB,294,Topics in Accounting,3 units
MGB,295,Topics in Information Technology,3 units
MGB,296,Topics in Technology Management,3 units
MGB,298,Directed Group Study,1-5 units
MGB,299,Individual Study,1-12 units
MGB,400A,Financial Accounting,4 units
MGB,400AY,Financial Accounting,4 units
MGB,401A,The Individual & Group Dynamics,4 units
MGB,401AY,Individual & Group Dynamics,4 units
MGB,402A,Markets & the Firm,4 units
MGB,402AY,Markets & the Firm,4 units
MGB,403A,Data Analysis for Managers,4 units
MGB,403AY,Data Analysis for Managers,4 units
MGB,404,Marketing Management,4 units
MGB,404Y,Marketing Management,4 units
MGB,405,Financial Theory & Policy,4 units
MGB,405Y,Financial Theory & Policy,4 units
MGB,406B,Decision Analytics: Scalable,2 units
MGB,407,Storytelling for Leadership,1 unit
MGB,408,The Business of the Media,1 unit
MGB,408V,The Business of the Media,1 unit
MGB,412,International Marketing,1 unit
MGB,414,Multi-Channel Marketing,1 unit
MGB,415,Climate Risks & Opportunities,1 unit
MGB,415V,Business Law,3 units
MGB,416,Topics in Private Equity,1 unit
MGB,419,Business Strategy Consulting Skills,1 unit
MGB,426,The Business of Healthcare,1 unit
MGB,431,Project Management,1 unit
MGB,433,Corporate Social Responsibility,1 unit
MGB,435,Data Wrangling,1 unit
MGB,436,Introduction to Derivative Securities,1 unit
MGB,437,Healthcare Analytics,1 unit
MGB,437V,Healthcare Analytics,1 unit
MGB,440,Integrated Management Project,6 units
MGB,440A,Integrated Management Project,6 units
MGB,440B,Integrated Management Project,3 units
MGB,441V,New Product Development,3 units
MGB,443,Customer Analytics,3 units
MGB,443V,Customer Analytics,3 units
MGB,445Y,Product Management,4 units
MGB,448,Practicum for Marketing Strategies,1 unit
MGB,448V,Marketing Strategies,3 units
MGB,454B,Marketing Analytics,2 units
MGB,460A,Corporate Finance: Fundamentals,2 units
MGB,467,Practicum for Teams & Technology,1 unit
MGB,467V,Teams & Technology,3 units
MGB,468,Articulation & Critical Thinking,4 units
MGB,468Y,Articulation & Critical Thinking,4 units
MGB,490,Topics in Business,1 unit
MGB,490A,Topics in Management,2 units
MGB,490BV,Topics in Management,2 units
MGB,490V,Topics in General Management,3 units
MGB,492V,Topics in Finance,2 units
MGB,493V,Topics in Marketing,3 units
MPM,202,Medical Statistics I,4 units
MPM,203,Medical Statistics II,4 units
MPM,204,Medical Statistics III,4 units
MPM,205,Principles of Epidemiology,4 units
MPM,206,Epidemiologic Study Design,4 units
MPM,208,Research Planning & Reporting I,2 units
MPM,209,Research Planning & Reporting II,1 unit
MPM,210,Advanced Health Leadership,1.5 units
